"time","station","Cond","DOpct","Sal","Temp","Turb","pH"
2024-03-15 17:00:00.000 -0400,Ada,452.4,119.9,0.31,10.48,2.62,7.6
2024-03-15 17:15:00.000 -0400,Ada,453.2,121.0,0.31,10.42,2.72,7.64
2024-03-15 17:30:00.000 -0400,Ada,452.7,120.1,0.31,10.56,2.55,7.62
2024-03-15 17:45:00.000 -0400,Ada,451.4,122.0,0.31,10.21,2.8,7.63
2024-03-15 18:00:00.000 -0400,Ada,450.9,120.6,0.31,10.33,2.64,7.59
2024-03-15 18:15:00.000 -0400,Ada,459.0,118.9,0.31,10.75,2.51,7.6
2024-03-15 18:30:00.000 -0400,Ada,450.9,119.0,0.31,10.41,2.63,7.58
2024-03-15 18:45:00.000 -0400,Ada,454.1,118.0,0.31,10.67,2.42,7.61
2024-03-15 19:00:00.000 -0400,Ada,451.3,117.1,0.3,10.58,2.63,7.69
2024-03-15 19:15:00.000 -0400,Ada,456.4,117.8,0.31,10.84,2.31,7.62
2024-03-15 19:30:00.000 -0400,Ada,454.2,120.5,0.31,10.6,2.42,7.62
2024-03-15 19:45:00.000 -0400,Ada,454.3,118.0,0.3,10.85,2.44,7.63
2024-03-15 20:00:00.000 -0400,Ada,455.5,115.3,0.3,10.96,2.5,7.65
2024-03-15 20:15:00.000 -0400,Ada,453.2,120.5,0.31,10.57,2.45,7.62
2024-03-15 20:30:00.000 -0400,Ada,449.7,119.3,0.31,10.32,2.57,7.61
2024-03-15 20:45:00.000 -0400,Ada,450.8,119.8,0.31,10.44,2.6,7.58
2024-03-15 21:00:00.000 -0400,Ada,451.5,119.6,0.31,10.46,2.4,7.59
2024-03-15 21:15:00.000 -0400,Ada,450.9,119.5,0.31,10.41,2.39,7.57
2024-03-15 21:30:00.000 -0400,Ada,456.0,118.4,0.31,10.75,2.2,7.58
2024-03-15 21:45:00.000 -0400,Ada,457.6,117.9,0.31,10.92,2.26,7.59
2024-03-15 22:00:00.000 -0400,Ada,466.1,118.3,0.31,11.06,2.17,7.61
2024-03-15 22:15:00.000 -0400,Ada,455.8,117.8,0.31,10.77,2.38,7.6
2024-03-15 22:30:00.000 -0400,Ada,453.9,118.8,0.31,10.57,2.48,7.58
2024-03-15 22:45:00.000 -0400,Ada,453.6,119.2,0.31,10.59,2.33,7.57
2024-03-15 23:00:00.000 -0400,Ada,453.9,119.1,0.31,10.61,2.48,7.57
2024-03-15 23:15:00.000 -0400,Ada,456.3,117.8,0.31,10.75,2.37,7.59
2024-03-15 23:30:00.000 -0400,Ada,451.0,118.9,0.31,10.4,2.42,7.6
2024-03-15 23:45:00.000 -0400,Ada,453.8,118.8,0.31,10.62,2.36,7.58
2024-03-16 00:00:00.000 -0400,Ada,451.7,118.0,0.31,10.44,2.44,7.56
2024-03-16 00:15:00.000 -0400,Ada,453.5,119.4,0.31,10.48,2.45,7.55
2024-03-16 00:30:00.000 -0400,Ada,453.0,121.0,0.31,10.51,2.36,7.54
2024-03-16 00:45:00.000 -0400,Ada,454.2,121.0,0.31,10.51,2.23,7.55
2024-03-16 01:00:00.000 -0400,Ada,456.7,119.9,0.31,10.62,2.27,7.55
2024-03-16 01:15:00.000 -0400,Ada,459.9,117.5,0.31,10.67,2.17,7.55
2024-03-16 01:30:00.000 -0400,Ada,454.6,118.8,0.31,10.56,2.29,7.54
2024-03-16 01:45:00.000 -0400,Ada,457.9,123.1,0.31,10.66,2.18,7.57
2024-03-16 02:00:00.000 -0400,Ada,458.3,121.2,0.31,10.64,2.42,7.58
2024-03-16 02:15:00.000 -0400,Ada,458.6,118.4,0.31,10.69,2.3,7.54
2024-03-16 02:30:00.000 -0400,Ada,457.2,119.0,0.31,10.61,2.4,7.57
2024-03-16 02:45:00.000 -0400,Ada,459.2,120.1,0.31,10.68,2.23,7.55
2024-03-16 03:00:00.000 -0400,Ada,458.6,120.2,0.31,10.6,2.49,7.56
2024-03-16 03:15:00.000 -0400,Ada,456.7,119.4,0.31,10.59,2.4,7.55
2024-03-16 03:30:00.000 -0400,Ada,455.8,120.5,0.31,10.53,2.37,7.56
2024-03-16 03:45:00.000 -0400,Ada,457.7,119.6,0.31,10.61,2.39,7.56
2024-03-16 04:00:00.000 -0400,Ada,458.2,119.6,0.31,10.58,2.45,7.56
2024-03-16 04:15:00.000 -0400,Ada,455.1,119.8,0.31,10.48,2.44,7.56
2024-03-16 04:30:00.000 -0400,Ada,455.6,120.2,0.31,10.52,2.5,7.56
2024-03-16 04:45:00.000 -0400,Ada,456.5,120.3,0.31,10.54,2.21,7.55
2024-03-16 05:00:00.000 -0400,Ada,456.3,120.4,0.31,10.54,2.4,7.56
2024-03-16 05:15:00.000 -0400,Ada,455.2,120.8,0.31,10.47,2.34,7.55
2024-03-16 05:30:00.000 -0400,Ada,456.6,120.2,0.31,10.53,2.42,7.55
2024-03-16 05:45:00.000 -0400,Ada,455.6,120.0,0.31,10.48,2.34,7.55
2024-03-16 06:00:00.000 -0400,Ada,456.1,120.0,0.31,10.5,2.38,7.55
2024-03-16 06:15:00.000 -0400,Ada,455.5,121.0,0.31,10.51,2.46,7.56
2024-03-16 06:30:00.000 -0400,Ada,456.5,121.0,0.31,10.51,2.16,7.56
2024-03-16 06:45:00.000 -0400,Ada,455.2,120.5,0.31,10.45,2.45,7.55
2024-03-16 07:00:00.000 -0400,Ada,456.7,120.7,0.31,10.52,2.26,7.56
2024-03-16 07:15:00.000 -0400,Ada,453.7,120.8,0.31,10.4,2.44,7.56
2024-03-16 07:30:00.000 -0400,Ada,456.6,121.2,0.31,10.45,2.45,7.56
2024-03-16 07:45:00.000 -0400,Ada,453.9,119.8,0.31,10.4,2.45,7.56
2024-03-16 08:00:00.000 -0400,Ada,454.1,120.5,0.31,10.37,2.37,7.56
2024-03-16 08:15:00.000 -0400,Ada,454.9,121.1,0.31,10.41,2.54,7.56
2024-03-16 08:30:00.000 -0400,Ada,455.9,121.0,0.31,10.41,2.35,7.56
2024-03-16 08:45:00.000 -0400,Ada,459.5,110.7,0.31,10.48,2.22,7.58
2024-03-16 09:00:00.000 -0400,Ada,462.9,101.5,0.31,10.59,1.8,7.58
2024-03-16 09:15:00.000 -0400,Ada,463.3,102.1,0.31,10.66,1.85,7.61
2024-03-16 09:30:00.000 -0400,Ada,462.3,103.3,0.31,10.7,1.86,7.61
2024-03-16 09:45:00.000 -0400,Ada,462.1,105.7,0.31,10.73,1.82,7.6
2024-03-16 10:00:00.000 -0400,Ada,463.3,107.3,0.31,10.82,1.83,7.62
2024-03-16 10:15:00.000 -0400,Ada,465.9,108.5,0.31,10.95,1.78,7.63
2024-03-16 10:30:00.000 -0400,Ada,467.8,109.3,0.31,11.05,1.81,7.63
2024-03-16 10:45:00.000 -0400,Ada,468.6,106.8,0.31,10.83,1.89,7.62
2024-03-16 11:00:00.000 -0400,Ada,450.6,123.0,0.31,10.2,2.52,7.63
2024-03-16 11:15:00.000 -0400,Ada,456.7,121.9,0.31,10.38,2.38,7.6
2024-03-16 11:30:00.000 -0400,Ada,460.6,117.3,0.31,10.42,2.31,7.62
2024-03-16 11:45:00.000 -0400,Ada,452.3,123.6,0.31,10.32,2.61,7.62
2024-03-16 12:00:00.000 -0400,Ada,452.7,113.2,0.31,10.47,1.93,7.54
2024-03-16 12:15:00.000 -0400,Ada,452.5,118.0,0.31,10.34,2.52,7.56
2024-03-16 12:30:00.000 -0400,Ada,452.1,122.5,0.31,10.36,2.43,7.59
2024-03-16 12:45:00.000 -0400,Ada,455.7,119.1,0.31,10.5,2.59,7.59
2024-03-16 13:00:00.000 -0400,Ada,457.4,113.7,0.31,10.71,2.25,7.59
2024-03-16 13:15:00.000 -0400,Ada,461.4,115.7,0.31,10.82,2.15,7.62
2024-03-16 13:30:00.000 -0400,Ada,463.2,113.1,0.31,10.95,2.06,7.61
2024-03-16 13:45:00.000 -0400,Ada,461.8,116.3,0.31,10.87,2.26,7.61
2024-03-16 14:00:00.000 -0400,Ada,461.1,114.5,0.31,10.89,2.3,7.61
2024-03-16 14:15:00.000 -0400,Ada,465.1,116.1,0.31,11.1,2.3,7.61
2024-03-16 14:30:00.000 -0400,Ada,465.2,111.4,0.31,11.18,2.12,7.61
2024-03-16 14:45:00.000 -0400,Ada,465.8,117.2,0.31,11.08,2.22,7.63
2024-03-16 15:00:00.000 -0400,Ada,464.8,116.0,0.31,11.15,2.44,7.62
2024-03-16 15:15:00.000 -0400,Ada,465.8,116.3,0.31,11.23,2.28,7.63
2024-03-16 15:30:00.000 -0400,Ada,463.7,117.4,0.31,11.08,2.33,7.63
2024-03-16 15:45:00.000 -0400,Ada,466.0,119.1,0.31,11.16,2.28,7.61
2024-03-16 16:00:00.000 -0400,Ada,461.1,121.0,0.31,10.92,2.47,7.62
2024-03-16 16:15:00.000 -0400,Ada,463.0,120.7,0.31,10.98,2.54,7.6
2024-03-16 16:30:00.000 -0400,Ada,460.3,121.4,0.31,10.96,2.49,7.6
2024-03-16 16:45:00.000 -0400,Ada,464.5,119.1,0.31,11.16,2.33,7.64
2024-03-16 17:00:00.000 -0400,Ada,465.7,120.3,0.31,11.24,2.31,7.62
2024-03-16 17:15:00.000 -0400,Ada,465.0,119.5,0.31,11.16,2.29,7.62
2024-03-16 17:30:00.000 -0400,Ada,460.2,119.9,0.31,10.89,2.45,7.6
2024-03-16 17:45:00.000 -0400,Ada,458.9,119.8,0.31,10.93,2.35,7.59
2024-03-16 18:00:00.000 -0400,Ada,463.9,120.0,0.31,11.17,2.34,7.62
2024-03-16 18:15:00.000 -0400,Ada,463.3,119.6,0.31,11.08,2.43,7.63
2024-03-16 18:30:00.000 -0400,Ada,467.2,118.0,0.31,11.28,2.28,7.61
2024-03-16 18:45:00.000 -0400,Ada,467.5,117.3,0.31,11.4,2.24,7.61
2024-03-16 19:00:00.000 -0400,Ada,466.4,115.8,0.31,11.28,2.35,7.59
2024-03-16 19:15:00.000 -0400,Ada,467.7,114.6,0.31,11.28,2.23,7.57
2024-03-16 19:30:00.000 -0400,Ada,469.9,119.2,0.31,11.38,2.17,7.61
2024-03-16 19:45:00.000 -0400,Ada,466.7,117.6,0.31,11.3,2.36,7.61
2024-03-16 20:00:00.000 -0400,Ada,468.5,117.4,0.31,11.32,2.21,7.6
2024-03-16 20:15:00.000 -0400,Ada,469.8,116.4,0.31,11.46,2.12,7.61
2024-03-16 20:30:00.000 -0400,Ada,461.4,120.2,0.31,11.1,2.32,7.63
2024-03-16 20:45:00.000 -0400,Ada,466.8,122.2,0.31,11.16,2.26,7.62
2024-03-16 21:00:00.000 -0400,Ada,469.9,116.5,0.31,11.44,2.19,7.59
2024-03-16 21:15:00.000 -0400,Ada,465.5,117.3,0.31,11.25,2.24,7.59
2024-03-16 21:30:00.000 -0400,Ada,468.1,114.2,0.31,11.38,2.11,7.58
2024-03-16 21:45:00.000 -0400,Ada,466.4,113.9,0.31,11.3,2.24,7.58
2024-03-16 22:00:00.000 -0400,Ada,464.9,116.1,0.31,11.22,2.28,7.57
2024-03-16 22:15:00.000 -0400,Ada,463.4,117.2,0.31,11.16,2.25,7.57
2024-03-16 22:30:00.000 -0400,Ada,464.4,117.3,0.31,11.18,2.31,7.58
2024-03-16 22:45:00.000 -0400,Ada,465.2,118.4,0.31,11.2,2.24,7.59
2024-03-16 23:00:00.000 -0400,Ada,464.7,119.8,0.31,11.17,2.36,7.63
2024-03-16 23:15:00.000 -0400,Ada,466.7,134.5,0.31,11.11,2.46,7.64
2024-03-16 23:30:00.000 -0400,Ada,464.4,120.3,0.31,11.16,2.32,7.6
2024-03-16 23:45:00.000 -0400,Ada,463.6,122.0,0.31,11.11,2.28,7.62
2024-03-17 00:00:00.000 -0400,Ada,463.5,122.0,0.31,11.08,2.51,7.6
2024-03-17 00:15:00.000 -0400,Ada,462.4,121.3,0.31,11.01,2.33,7.63
2024-03-17 00:30:00.000 -0400,Ada,463.9,119.4,0.31,11.15,2.36,7.6
2024-03-17 00:45:00.000 -0400,Ada,464.1,121.1,0.31,11.08,2.28,7.61
2024-03-17 01:00:00.000 -0400,Ada,463.9,120.6,0.31,11.09,2.18,7.6
2024-03-17 01:15:00.000 -0400,Ada,462.6,120.6,0.31,11.06,2.3,7.62
2024-03-17 01:30:00.000 -0400,Ada,464.7,119.5,0.31,11.08,2.33,7.62
2024-03-17 01:45:00.000 -0400,Ada,463.7,121.0,0.31,11.09,2.24,7.63
2024-03-17 02:00:00.000 -0400,Ada,465.1,123.3,0.31,11.13,2.25,7.63
2024-03-17 02:15:00.000 -0400,Ada,464.0,121.1,0.31,11.05,2.09,7.62
2024-03-17 02:30:00.000 -0400,Ada,465.3,123.3,0.31,11.03,2.38,7.63
2024-03-17 02:45:00.000 -0400,Ada,464.1,124.1,0.31,11.0,2.2,7.64
2024-03-17 03:00:00.000 -0400,Ada,462.3,122.9,0.31,10.99,2.3,7.61
2024-03-17 03:15:00.000 -0400,Ada,463.5,122.2,0.31,11.0,2.22,7.63
2024-03-17 03:30:00.000 -0400,Ada,464.4,120.6,0.31,11.03,2.24,7.61
2024-03-17 03:45:00.000 -0400,Ada,462.1,122.4,0.31,10.97,2.4,7.61
2024-03-17 04:00:00.000 -0400,Ada,464.3,122.3,0.31,10.95,2.34,7.61
2024-03-17 04:15:00.000 -0400,Ada,464.7,122.9,0.31,10.95,2.25,7.62
2024-03-17 04:30:00.000 -0400,Ada,463.4,121.8,0.31,10.95,2.34,7.65
2024-03-17 04:45:00.000 -0400,Ada,464.8,126.2,0.31,10.99,2.24,7.62
2024-03-17 05:00:00.000 -0400,Ada,464.4,126.3,0.31,10.9,2.35,7.63
2024-03-17 05:15:00.000 -0400,Ada,464.2,126.0,0.31,10.93,2.2,7.63
2024-03-17 05:30:00.000 -0400,Ada,467.2,125.4,0.31,10.98,2.37,7.65
2024-03-17 05:45:00.000 -0400,Ada,470.9,121.5,0.31,10.98,2.19,7.65
2024-03-17 06:00:00.000 -0400,Ada,468.2,124.5,0.31,10.93,2.29,7.64
2024-03-17 06:15:00.000 -0400,Ada,467.0,123.3,0.31,10.91,2.28,7.65
2024-03-17 06:30:00.000 -0400,Ada,472.9,120.7,0.32,11.01,2.11,7.64
2024-03-17 06:45:00.000 -0400,Ada,472.8,118.9,0.32,11.03,2.02,7.64
2024-03-17 07:00:00.000 -0400,Ada,471.7,114.6,0.31,11.05,2.08,7.66
2024-03-17 07:15:00.000 -0400,Ada,474.3,112.4,0.32,11.02,1.89,7.64
2024-03-17 07:30:00.000 -0400,Ada,472.3,109.6,0.32,11.03,2.03,7.63
2024-03-17 07:45:00.000 -0400,Ada,472.1,116.0,0.32,11.0,1.95,7.64
2024-03-17 08:00:00.000 -0400,Ada,471.5,109.8,0.32,10.98,1.99,7.6
2024-03-17 08:15:00.000 -0400,Ada,471.3,111.3,0.32,10.97,1.95,7.61
2024-03-17 08:30:00.000 -0400,Ada,472.7,110.9,0.32,10.87,2.24,7.61
2024-03-17 08:45:00.000 -0400,Ada,471.8,114.4,0.32,10.89,2.23,7.62
2024-03-17 09:00:00.000 -0400,Ada,471.2,111.1,0.32,10.91,2.15,7.61
2024-03-17 09:15:00.000 -0400,Ada,471.0,114.8,0.32,10.84,2.48,7.62
2024-03-17 09:30:00.000 -0400,Ada,469.7,117.6,0.31,10.9,2.3,7.62
2024-03-17 09:45:00.000 -0400,Ada,470.6,117.5,0.32,10.82,2.7,7.63
2024-03-17 10:00:00.000 -0400,Ada,467.0,117.6,0.31,10.86,2.26,7.62
2024-03-17 10:15:00.000 -0400,Ada,468.0,115.1,0.31,10.95,2.17,7.6
2024-03-17 10:30:00.000 -0400,Ada,457.4,118.2,0.31,10.72,2.56,7.57
2024-03-17 10:45:00.000 -0400,Ada,459.4,117.8,0.31,10.73,2.24,7.56
2024-03-17 11:00:00.000 -0400,Ada,465.0,117.2,0.31,10.94,2.18,7.58
2024-03-17 11:15:00.000 -0400,Ada,474.8,119.7,0.32,11.23,2.06,7.68
2024-03-17 11:30:00.000 -0400,Ada,472.2,120.6,0.31,11.16,2.26,7.67
2024-03-17 11:45:00.000 -0400,Ada,481.2,116.5,0.32,11.72,2.11,7.71
2024-03-17 12:00:00.000 -0400,Ada,484.9,116.0,0.32,11.97,1.72,7.7
2024-03-17 12:15:00.000 -0400,Ada,481.1,117.0,0.32,11.58,2.13,7.69
2024-03-17 12:30:00.000 -0400,Ada,473.6,123.2,0.32,11.17,2.4,7.7
2024-03-17 12:45:00.000 -0400,Ada,477.8,124.2,0.32,11.4,2.42,7.66
2024-03-17 13:00:00.000 -0400,Ada,477.5,119.2,0.31,11.51,2.23,7.71
2024-03-17 13:15:00.000 -0400,Ada,477.2,127.0,0.32,11.42,2.32,7.7
2024-03-17 13:30:00.000 -0400,Ada,477.0,129.9,0.32,11.26,2.3,7.74
2024-03-17 13:45:00.000 -0400,Ada,488.0,128.1,0.32,11.99,1.91,7.76
2024-03-17 14:00:00.000 -0400,Ada,471.8,134.5,0.31,11.23,2.53,7.77
2024-03-17 14:15:00.000 -0400,Ada,473.0,131.4,0.31,11.19,2.5,7.69
2024-03-17 14:30:00.000 -0400,Ada,471.4,133.8,0.31,11.23,2.68,7.64
2024-03-17 14:45:00.000 -0400,Ada,468.3,133.1,0.31,11.17,2.74,7.62
2024-03-17 15:00:00.000 -0400,Ada,472.5,132.9,0.31,11.28,2.34,7.66
2024-03-17 15:15:00.000 -0400,Ada,474.2,129.4,0.31,11.44,2.47,7.65
2024-03-17 15:30:00.000 -0400,Ada,478.7,133.9,0.32,11.5,2.61,7.72
2024-03-17 15:45:00.000 -0400,Ada,482.3,130.1,0.32,11.77,2.68,7.71
2024-03-17 16:00:00.000 -0400,Ada,486.3,125.5,0.32,12.11,2.63,7.76
2024-03-17 16:15:00.000 -0400,Ada,482.9,135.6,0.31,11.96,2.47,7.79
2024-03-17 16:30:00.000 -0400,Ada,481.0,135.8,0.32,11.76,2.89,7.79
2024-03-17 16:45:00.000 -0400,Ada,476.8,138.6,0.31,11.52,2.53,7.75
2024-03-17 17:00:00.000 -0400,Ada,475.1,137.6,0.31,11.47,2.79,7.73
2024-03-17 17:15:00.000 -0400,Ada,481.6,132.8,0.31,11.89,2.87,7.76
2024-03-17 17:30:00.000 -0400,Ada,479.7,137.8,0.31,11.74,2.65,7.77
2024-03-17 17:45:00.000 -0400,Ada,477.2,134.1,0.31,11.76,2.5,7.78
2024-03-17 18:00:00.000 -0400,Ada,479.5,134.8,0.31,11.81,2.73,7.73
2024-03-17 18:15:00.000 -0400,Ada,479.1,130.3,0.31,11.85,2.37,7.71
2024-03-17 18:30:00.000 -0400,Ada,478.5,140.3,0.31,11.74,2.58,7.81
2024-03-17 18:45:00.000 -0400,Ada,486.0,129.1,0.31,12.6,2.29,7.87
2024-03-17 19:00:00.000 -0400,Ada,495.6,131.3,0.32,12.87,2.17,7.83
2024-03-17 19:15:00.000 -0400,Ada,474.1,130.4,0.31,11.56,2.55,7.78
